" TAXYEAR","TAXDISTRICT","TAXINGAUTHORITY"
"2025","4666","0620"
"2025","4305","0100"
"2025","4459","0100"
"2025","6991","1201"
"2025","5088","0204"
"2025","5181","1495"
"2025","5550","0620"
"2025","5693","0521"
"2025","5313","1365"
"2025","5661","0700"
"2025","6578","0303"
"2025","1295","0301"
"2025","4970","0700"
"2025","5629","0521"
"2025","6686","0100"
"2025","1362","0900"
"2025","2207","0700"
"2025","2565","0100"
"2025","2611","0205"
"2025","4592","0507"
"2025","3623","0213"
"2025","5095","0213"
"2025","6777","0512"
"2025","3252","0510"
"2025","3630","0421"
"2025","2188","1050"
"2025","4834","0531"
"2025","4432","0301"
"2025","5692","0521"
"2025","6416","0302"
"2025","2307","0512"
"2025","0060","0311"
"2025","4960","0512"
"2025","5387","0512"
"2025","5796","1419"
"2025","6262","1470"
"2025","3017","1200"
"2025","5767","0302"
"2025","2483","0217"
"2025","5248","0700"
"2025","5580","1378"
"2025","5875","0620"
"2025","6147","0213"
"2025","5189","1512"
"2025","3611","1202"
"2025","5065","0301"
"2025","6468","0407"
"2025","2746","0309"
"2025","3511","0900"
"2025","4422","0406"
"2025","4589","1417"
"2025","3819","0100"
"2025","6332","0507"
"2025","6789","1720"
"2025","2923","0513"
"2025","4455","0100"
"2025","2966","0301"
"2025","6465","1740"
"2025","4800","0521"
"2025","5465","0301"
"2025","6529","0301"
"2025","6423","0424"
"2025","3471","0303"
"2025","6158","0213"
"2025","0024","0620"
"2025","4311","0700"
"2025","4582","0309"
"2025","4757","0100"
"2025","6715","1511"
"2025","6894","1200"
"2025","5726","0305"
"2025","2551","0204"
"2025","4728","0100"
"2025","5911","0100"
"2025","6085","1360"
"2025","6867","0406"
"2025","2386","0100"
"2025","6861","0900"
"2025","3489","0302"
"2025","4160","0213"
"2025","6969","0100"
"2025","4818","0100"
"2025","5205","0301"
"2025","6293","0700"
"2025","0708","0207"
"2025","0821","0100"
"2025","3083","0406"
"2025","4790","0301"
"2025","6417","0700"
"2025","0505","1050"
"2025","6093","0100"
"2025","6825","0402"
"2025","2166","1324"
"2025","5661","0100"
"2025","6271","0512"
"2025","6304","0414"
"2025","6965","0900"
"2025","4130","0213"
"2025","3172","0700"
"2025","5311","1365"
"2025","2817","0529"
"2025","3913","0433"
"2025","4378","0408"
"2025","6249","1675"
"2025","3464","0402"
"2025","5547","1050"
"2025","2279","1202"
"2025","3262","0512"
"2025","5098","1051"
"2025","5811","0100"
"2025","0565","0301"
"2025","3607","0620"
"2025","5321","0208"
"2025","6467","0306"
"2025","0828","1050"
"2025","2760","0100"
"2025","2803","0301"
"2025","4775","0301"
"2025","4014","0204"
"2025","4494","0301"
"2025","9999","0402"
"2025","3704","0507"
"2025","6183","0302"
"2025","6825","0900"
"2025","2963","0700"
"2025","4124","0305"
"2025","6834","0100"
"2025","9999","1836"
"2025","3377","1306"
"2025","4151","0309"
"2025","5135","1333"
"2025","6212","0417"
"2025","6263","0512"
"2025","5238","0521"
"2025","6107","0100"
"2025","5350","0406"
"2025","0077","0301"
"2025","2111","0901"
"2025","2426","0100"
"2025","3423","0521"
"2025","4770","0507"
"2025","6943","0304"
"2025","6962","0413"
"2025","2780","0428"
"2025","0521","0700"
"2025","2894","0305"
"2025","0104","0309"
"2025","4661","0100"
"2025","4932","0301"
"2025","6774","0301"
"2025","2887","0313"
"2025","2932","1209"
"2025","5490","1050"
"2025","6639","0303"
"2025","2841","0309"
"2025","3657","1358"
"2025","3999","0304"
"2025","5062","0606"
"2025","5509","0301"
"2025","6163","0620"
"2025","6324","1050"
"2025","2457","0100"
"2025","3535","0531"
"2025","2310","0303"
"2025","3659","0301"
"2025","3971","0406"
"2025","6681","1450"
"2025","0024","1845"
"2025","5071","1050"
"2025","6877","0305"
"2025","3641","0420"
"2025","3676","0700"
"2025","5000","0620"
"2025","0915","0100"
"2025","4140","0213"
"2025","4893","0513"
"2025","5311","0203"
"2025","3829","0507"
"2025","3934","0303"
"2025","4685","0620"
"2025","5244","1200"
"2025","3937","1050"
"2025","4578","1429"
"2025","0142","1050"
"2025","0316","0308"
"2025","2351","0900"
"2025","2686","0100"
"2025","3892","0700"
"2025","5486","0100"
"2025","5540","1206"
"2025","5514","0301"
"2025","2173","0513"
"2025","2207","0100"
"2025","4039","0417"
"2025","5335","1376"
"2025","6275","0976"
"2025","6350","0700"
"2025","4237","0700"
"2025","6855","0510"
"2025","6886","1496"
"2025","6670","0507"
"2025","3335","0305"
"2025","3981","0100"
"2025","6757","0301"
"2025","3793","0700"
"2025","3834","1206"
"2025","4093","1419"
"2025","5135","0700"
"2025","6785","0301"
"2025","3387","0408"
"2025","4322","1050"
"2025","6025","1050"
"2025","6935","0512"
"2025","7110","7810"
"2025","2197","0511"
"2025","2276","1050"
"2025","3309","0100"
"2025","5428","0306"
"2025","2626","1050"
"2025","4223","1472"
"2025","3638","0301"
"2025","2197","1201"
"2025","4419","0406"
"2025","1100","1050"
"2025","2165","0700"
"2025","9624","0307"
"2025","4375","0900"
"2025","4559","0301"
"2025","5423","1202"
"2025","2084","0100"
"2025","3651","0900"
"2025","3277","0100"
"2025","5860","0408"
"2025","6846","0301"
"2025","2763","0514"
"2025","5514","0306"
"2025","6738","0100"
"2025","3717","1419"
"2025","4696","1202"
"2025","2531","1050"
"2025","4606","0309"
"2025","6166","0303"
"2025","5362","0100"
"2025","3041","0309"
"2025","5542","0304"
"2025","2157","0511"
"2025","3996","1050"
"2025","5304","0620"
"2025","6300","0700"
"2025","2226","0700"
"2025","2855","0301"
"2025","6937","0965"
"2025","3476","0309"
"2025","5134","0213"
"2025","5813","0205"
"2025","3480","1051"
"2025","3718","1200"
"2025","4161","0301"
"2025","5580","0402"
"2025","5040","0100"
"2025","5305","0303"
"2025","6227","0303"
"2025","3704","0305"
"2025","2136","0213"
"2025","5576","1202"
"2025","5859","0700"
"2025","6433","0205"
"2025","4173","1050"
"2025","5269","1437"
"2025","5316","1050"
"2025","5660","1488"
"2025","1312","0100"
"2025","4360","1404"
"2025","5021","0204"
"2025","3138","0311"
"2025","5063","0508"
"2025","6578","0213"
"2025","0967","0514"
"2025","3477","0213"
"2025","4630","0531"
"2025","4524","0201"
"2025","5269","0213"
"2025","4198","1201"
"2025","3459","0507"
"2025","4614","1200"
"2025","5964","0534"
"2025","2428","0524"
"2025","4125","0309"
"2025","4721","0503"
"2025","2380","0512"
"2025","3077","0700"
"2025","3420","0100"
"2025","4340","1051"
"2025","5877","1435"
"2025","5883","1620"
"2025","6547","0700"
"2025","2451","0203"
"2025","4616","0509"
"2025","5223","0406"
"2025","2993","0511"
"2025","3287","0700"
"2025","3893","0700"
"2025","4027","1050"
"2025","4342","0521"
"2025","6778","1202"
"2025","3087","0516"
"2025","6802","1050"
"2025","0066","0507"
"2025","5332","1050"
"2025","6776","0303"
"2025","3612","1050"
"2025","3698","0700"
"2025","4701","0620"
"2025","6276","1202"
"2025","6464","0301"
"2025","6736","0100"
"2025","1203","0522"
"2025","3657","0311"
"2025","4319","1050"
"2025","5445","0301"
"2025","5551","0507"
"2025","5678","1542"
"2025","5802","0205"
"2025","5875","1202"
"2025","6445","0304"
"2025","2589","0407"
"2025","5498","0100"
"2025","5463","0406"
"2025","2359","1206"
"2025","4191","0201"
"2025","5022","0100"
"2025","9999","1537"
"2025","4764","0100"
"2025","5856","0301"
"2025","6477","0100"
"2025","6754","0213"
"2025","1479","0420"
"2025","4027","0306"
"2025","4825","0507"
"2025","5620","1588"
"2025","6324","0911"
"2025","4475","1474"
"2025","5332","0306"
"2025","5838","0301"
"2025","3399","0206"
"2025","5264","0303"
"2025","5304","0306"
"2025","3060","1201"
"2025","5526","0512"
"2025","6242","0515"
"2025","6505","0100"
"2025","6688","0900"
"2025","2430","1200"
"2025","6223","0402"
"2025","6414","0301"
"2025","6775","0100"
"2025","1478","1050"
"2025","2286","0302"
"2025","3595","0404"
"2025","4258","0507"
"2025","6631","1337"
"2025","0576","0309"
"2025","4387","0620"
"2025","5180","0309"
"2025","6090","0306"
"2025","3070","0901"
"2025","3100","1050"
"2025","4558","0301"
"2025","6235","0311"
"2025","0063","0213"
"2025","2718","0402"
"2025","3063","1050"
"2025","6723","0620"
"2025","1352","1050"
"2025","3789","0700"
"2025","6095","0100"
"2025","4100","0100"
"2025","5109","0205"
"2025","3462","0512"
"2025","3838","0700"
"2025","3925","1360"
"2025","4117","0309"
"2025","5372","1050"
"2025","6743","0700"
"2025","5764","0309"
"2025","2440","0305"
"2025","3627","0301"
"2025","6220","0700"
"2025","0011","1497"
"2025","0413","0301"
"2025","6882","0100"
"2025","0021","0213"
"2025","3908","0202"
"2025","4844","0301"
"2025","5997","0100"
"2025","6377","0700"
"2025","6431","1206"
"2025","6349","0302"
"2025","0171","0420"
"2025","4599","0512"
"2025","4090","0100"
"2025","4228","0201"
"2025","5953","1050"
"2025","6761","1677"
"2025","6793","1050"
"2025","6920","0521"
"2025","3083","0507"
"2025","8589","0303"
"2025","1458","0305"
"2025","4015","0100"
"2025","4473","0309"
"2025","0438","1200"
"2025","1320","0301"
"2025","5094","0700"
"2025","0114","0700"
"2025","4107","0421"
"2025","0305","0203"
"2025","4106","0528"
"2025","5725","0205"
"2025","0418","0100"
"2025","1315","0213"
"2025","5560","1050"
"2025","4642","0406"
"2025","6431","0700"
"2025","1331","1050"
"2025","6382","1050"
"2025","2450","0203"
"2025","5347","1437"
"2025","4230","0900"
"2025","5291","0213"
"2025","6196","1667"
"2025","3369","0620"
"2025","4996","0303"
"2025","6442","0306"
"2025","6875","1050"
"2025","4953","0700"
"2025","4169","1300"
"2025","6453","0301"
"2025","6742","0201"
"2025","2073","0217"
"2025","2832","0901"
"2025","6120","0301"
"2025","2405","1205"
"2025","4060","0301"
"2025","4741","0313"
"2025","5139","0309"
"2025","6712","0427"
"2025","2480","1050"
"2025","3160","1200"
"2025","3831","0305"
"2025","4896","0100"
"2025","5349","0301"
"2025","4841","0301"
"2025","5395","1050"
"2025","6956","0512"
"2025","3400","0100"
"2025","5049","0700"
"2025","5813","0302"
"2025","2437","1200"
"2025","3200","0534"
"2025","5157","0302"
"2025","5906","1050"
"2025","4222","0100"
"2025","5489","0213"
"2025","0536","0521"
"2025","5461","0301"
"2025","3136","0507"
"2025","6749","1050"
"2025","5491","1484"
"2025","6644","0407"
"2025","5442","0305"
"2025","4306","0507"
"2025","4984","0213"
"2025","5114","1208"
"2025","6784","0100"
"2025","2051","0100"
"2025","2359","0700"
"2025","2984","0100"
"2025","6900","1839"
"2025","5220","0311"
"2025","6130","0100"
"2025","5115","0408"
"2025","2893","0206"
"2025","5258","0700"
"2025","5407","0301"
"2025","6929","1843"
"2025","0118","1050"
"2025","0196","1050"
"2025","3293","0100"
"2025","5470","0312"
"2025","2342","1050"
"2025","2973","0205"
"2025","3078","0302"
"2025","4138","1348"
"2025","4820","0301"
"2025","2664","0100"
"2025","3471","0301"
"2025","3053","0700"
"2025","3324","0301"
"2025","6539","0301"
"2025","5753","0421"
"2025","5675","0301"
"2025","0800","1050"
"2025","1332","0404"
"2025","6179","0900"
"2025","6245","0207"
"2025","2994","0305"
"2025","4317","0309"
"2025","0740","1050"
"2025","2418","1206"
"2025","4830","1050"
"2025","4422","0213"
"2025","5166","0515"
"2025","5222","0507"
"2025","5764","0700"
"2025","5942","0100"
"2025","5988","0100"
"2025","0431","0700"
"2025","0589","0901"
"2025","4949","0301"
"2025","5224","1484"
"2025","0125","0302"
"2025","2451","1208"
"2025","4488","1200"
"2025","5471","0100"
"2025","5697","0311"
"2025","2206","0302"
"2025","6078","0620"
"2025","6491","1582"
"2025","5264","1437"
"2025","5874","0100"
"2025","2383","0512"
"2025","4247","1202"
"2025","5802","1419"
"2025","9999","1312"
"2025","4790","1357"
"2025","5656","0301"
"2025","5849","1459"
"2025","6285","1204"
"2025","2462","0309"
"2025","3202","0700"
"2025","4426","0100"
"2025","4625","1202"
"2025","2836","0301"
"2025","3287","0411"
"2025","5461","0900"
"2025","5259","0502"
"2025","6122","1476"
"2025","0720","0302"
"2025","6043","0213"
"2025","2015","0100"
"2025","2055","0301"
"2025","4501","0203"
"2025","4805","1050"
"2025","4514","0301"
"2025","6057","1050"
"2025","6058","1050"
"2025","6875","0213"
"2025","3347","0408"
"2025","5072","1050"
"2025","5311","0309"
"2025","4897","0313"
"2025","1319","0303"
"2025","3940","0620"
"2025","6385","0306"
"2025","2910","0301"
"2025","3119","0700"
"2025","6729","0406"
"2025","0462","0301"
"2025","0735","0305"
"2025","4806","1357"
"2025","5731","0306"
"2025","5816","1050"
"2025","6520","0301"
"2025","3666","0700"
"2025","3017","0100"
"2025","4261","0700"
"2025","4822","0507"
"2025","5838","1430"
"2025","5930","0420"
"2025","3908","0519"
"2025","4203","0404"
"2025","6375","1406"
"2025","4583","0203"
"2025","6437","0510"
"2025","0809","0700"
"2025","2484","0302"
"2025","6955","0301"
"2025","3076","0510"
"2025","5361","1050"
"2025","6190","0428"
"2025","0169","0418"
"2025","0255","0501"
"2025","3433","0402"
"2025","5198","1201"
"2025","5509","1050"
"2025","6546","1200"
"2025","6877","0100"
"2025","3073","0302"
"2025","6854","0306"
"2025","9999","1748"
"2025","5642","0521"
"2025","6882","0404"
"2025","2056","1050"
"2025","5551","0964"
"2025","6850","0302"
"2025","3679","0513"
"2025","5464","0953"
"2025","5740","0510"
"2025","5850","1206"
"2025","2900","0508"
"2025","0750","1050"
"2025","3336","0301"
"2025","9999","0311"
"2025","3959","0100"
"2025","4764","0900"
"2025","4988","0507"
"2025","4710","0301"
"2025","5867","0301"
"2025","9999","1676"
"2025","2096","0301"
"2025","2250","0305"
"2025","2878","0302"
"2025","3321","0306"
"2025","4092","0100"
"2025","5453","0301"
"2025","0530","0513"
"2025","6472","0406"
"2025","6872","0507"
"2025","0148","1200"
"2025","0255","0209"
"2025","3384","0901"
"2025","3490","0313"
"2025","5091","0700"
"2025","0415","1051"
"2025","2369","1206"
"2025","5367","0404"
"2025","2091","0408"
"2025","3445","0305"
"2025","5851","0306"
"2025","0160","0301"
"2025","4791","0507"
"2025","6531","1470"
"2025","3990","0505"
"2025","5591","0521"
"2025","6443","0306"
"2025","3015","0205"
"2025","0300","0700"
"2025","2357","0512"
"2025","3489","0419"
"2025","4628","1050"
"2025","6590","0301"
"2025","3106","1050"
"2025","3352","0513"
"2025","5797","1200"
"2025","0418","0411"
"2025","2921","0301"
"2025","3402","0513"
"2025","4470","1489"
"2025","5280","0512"
"2025","2318","0305"
"2025","2449","1050"
"2025","4061","0206"
"2025","6940","0507"
"2025","5278","0406"
"2025","5625","1596"
"2025","2282","0506"
"2025","5222","0301"
"2025","2299","0301"
"2025","0879","0100"
"2025","2226","0309"
"2025","3098","0100"
"2025","1367","0301"
"2025","4715","1050"
"2025","4127","0208"
"2025","6237","1202"
"2025","6563","0301"
"2025","4577","0306"
"2025","5309","0700"
"2025","5443","0100"
"2025","3102","0302"
"2025","5331","0700"
"2025","5846","0208"
"2025","3157","1200"
"2025","4849","1201"
"2025","6114","0309"
"2025","2918","0309"
"2025","3559","0507"
"2025","4876","0512"
"2025","5593","0511"
"2025","6058","0306"
"2025","6638","0428"
"2025","6725","0507"
"2025","3560","0305"
"2025","5266","1202"
"2025","0550","0205"
"2025","2356","1050"
"2025","6885","1350"
"2025","4011","0620"
"2025","3484","0100"
"2025","5593","1201"
"2025","6148","0213"
"2025","4561","0620"
"2025","6304","0510"
"2025","6444","0414"
"2025","6570","0415"
"2025","6780","0100"
"2025","0465","0700"
"2025","3267","0100"
"2025","3827","0100"
"2025","4810","1496"
"2025","6492","1200"
"2025","6984","0700"
"2025","5007","1516"
"2025","6583","0301"
"2025","6829","0302"
"2025","6385","1050"
"2025","6444","0700"
"2025","2263","0201"
"2025","2239","1201"
"2025","2357","0100"
"2025","4124","0512"
"2025","5842","0700"
"2025","3008","0424"
"2025","4244","0208"
"2025","5582","0213"
"2025","4296","0302"
"2025","6762","0700"
"2025","4606","1200"
"2025","6497","0510"
"2025","2415","0100"
"2025","4722","0406"
"2025","5441","0964"
"2025","5636","1200"
"2025","6145","0100"
"2025","2118","1050"
"2025","3181","0507"
"2025","4886","1202"
"2025","4812","0100"
"2025","6278","0100"
"2025","6457","0700"
"2025","2767","0510"
"2025","4083","1360"
"2025","5644","1593"
"2025","4009","0700"
"2025","5070","0202"
"2025","8594","0301"
"2025","4139","1202"
"2025","5890","0521"
"2025","6457","0414"
"2025","3786","0302"
"2025","5823","0100"
"2025","4370","1050"
"2025","4866","0531"
"2025","6077","1338"
"2025","6587","1051"
"2025","2188","0301"
"2025","5271","1050"
"2025","5305","1437"
"2025","6079","1050"
"2025","6289","0521"
"2025","0674","0305"
"2025","0702","1050"
"2025","1391","1050"
"2025","2448","1050"
"2025","3813","0620"
"2025","4716","0311"
"2025","5883","0100"
"2025","4254","1050"
"2025","5062","0301"
"2025","4029","1437"
"2025","4995","0620"
"2025","5153","0302"
"2025","6190","1200"
"2025","6243","0949"
"2025","5999","0700"
"2025","0923","0304"
"2025","2337","0900"
"2025","6438","0205"
"2025","3000","0516"
"2025","3158","0201"
"2025","3713","0301"
"2025","6225","0407"
"2025","4508","0700"
"2025","0010","0100"
"2025","5792","0510"
"2025","6160","0213"
"2025","6282","0100"
"2025","1372","0311"
"2025","2817","0306"
"2025","6174","1050"
"2025","6634","0700"
"2025","6705","0100"
"2025","5905","0100"
"2025","3067","1050"
"2025","3299","0306"
"2025","4840","1484"
"2025","6758","0301"
"2025","0599","0100"
"2025","2670","0507"
"2025","3498","1050"
"2025","5048","0202"
"2025","5691","0427"
"2025","3828","0301"
"2025","6504","0100"
"2025","4012","1441"
"2025","4064","1200"
"2025","4310","0100"
"2025","4464","0302"
"2025","4873","0213"
"2025","0199","1200"
"2025","3954","0507"
"2025","6000","0208"
"2025","6544","0205"
"2025","2253","1489"
"2025","4640","1050"
"2025","9999","1328"
"2025","0722","0304"
"2025","2798","0208"
"2025","3202","0411"
"2025","4782","1050"
"2025","4921","0533"
"2025","5073","0911"
"2025","6588","1441"
"2025","8589","0213"
"2025","4496","0206"
"2025","6576","0100"
"2025","6819","1050"
"2025","6863","0213"
"2025","2183","0201"
"2025","2744","0700"
"2025","2960","0301"
"2025","6917","0301"
"2025","0811","0100"
"2025","2517","0503"
"2025","4081","1204"
"2025","6886","0512"
"2025","3479","0521"
"2025","3801","1202"
"2025","5021","1050"
"2025","5970","0309"
"2025","6665","1399"
"2025","6876","1202"
"2025","0790","0207"
"2025","2465","0207"
"2025","9999","1799"
"2025","0735","1200"
"2025","3703","0305"
"2025","0415","0204"
"2025","4451","0700"
"2025","4776","0201"
"2025","6339","0700"
"2025","0604","0519"
"2025","2234","0100"
"2025","2366","1050"
"2025","4995","0306"
"2025","6146","1050"
"2025","0541","0205"
"2025","3375","0100"
"2025","5028","0302"
"2025","5179","1200"
"2025","5222","0934"
"2025","6080","1436"
"2025","6468","1050"
"2025","6804","0100"
"2025","0809","0309"
"2025","3929","0100"
"2025","4578","0901"
"2025","5023","0100"
"2025","5082","0420"
"2025","3916","0405"
"2025","3232","0100"
"2025","5766","0100"
"2025","2460","0302"
"2025","2848","1200"
